scenario,algorithm,ndcg@5,precision@5,recall@5,train_time,test_time,params,fold_results
scenario4,UserKNN,0.03516008344682593,0.022118162608534882,0.04306207204213186,0.0027956485748291014,4.033737516403198,"{'algo': 'UserUser', 'center': False, 'min_nbrs': 4, 'min_sim': 0.009861483184652577, 'nnbrs': 8, 'use_ratings': 'True'}","{'fold_1': {'ndcg': 0.021940809718894918, 'precision': 0.01756756756756757, 'recall': 0.019819819819819822, 'train_time': 0.002705812454223633, 'test_time': 3.912390947341919}, 'fold_2': {'ndcg': 0.044838062948022075, 'precision': 0.030303030303030304, 'recall': 0.052683615819209044, 'train_time': 0.002791166305541992, 'test_time': 3.8975749015808105}, 'fold_3': {'ndcg': 0.02589497292837869, 'precision': 0.01654135338345865, 'recall': 0.030630630630630627, 'train_time': 0.0026319026947021484, 'test_time': 3.9541079998016357}, 'fold_4': {'ndcg': 0.051696330204092034, 'precision': 0.02666666666666667, 'recall': 0.07313725490196078, 'train_time': 0.002662181854248047, 'test_time': 3.9651198387145996}, 'fold_5': {'ndcg': 0.031430241434741955, 'precision': 0.019512195121951223, 'recall': 0.039039039039039033, 'train_time': 0.0031871795654296875, 'test_time': 4.439493894577026}}"
scenario4,SVD,0.009023472106650951,0.002907044088626275,0.009944858725544226,0.01134953498840332,2.7995394229888917,"{'algo': 'FunkSVD', 'bias': True, 'damping': 138.11245290340062, 'features': 3, 'lrate': 0.003171317574017441, 'reg': 0.04938799566847709}","{'fold_1': {'ndcg': 0.02016170108445167, 'precision': 0.004379562043795621, 'recall': 0.019607843137254898, 'train_time': 0.008523941040039062, 'test_time': 2.9985239505767822}, 'fold_2': {'ndcg': 0.007874015748031496, 'precision': 0.0014388489208633094, 'recall': 0.007874015748031496, 'train_time': 0.014803886413574219, 'test_time': 2.732404947280884}, 'fold_3': {'ndcg': 0.004117289596012896, 'precision': 0.0029197080291970805, 'recall': 0.005255255255255255, 'train_time': 0.01054072380065918, 'test_time': 2.733419179916382}, 'fold_4': {'ndcg': 0.008797687438092028, 'precision': 0.004347826086956523, 'recall': 0.01282051282051282, 'train_time': 0.012494087219238281, 'test_time': 2.8396992683410645}, 'fold_5': {'ndcg': 0.004166666666666667, 'precision': 0.0014492753623188406, 'recall': 0.004166666666666667, 'train_time': 0.01038503646850586, 'test_time': 2.6936497688293457}}"
scenario5,ItemKNN,0.21698995259666604,0.4048080402010051,0.13427476111923528,0.797666597366333,3.002996587753296,"{'algo': 'ItemItem', 'center': False, 'min_nbrs': 11, 'min_sim': 0.0023350773952839255, 'nnbrs': 6736, 'use_ratings': 'True'}","{'fold_1': {'ndcg': 0.21521602780499274, 'precision': 0.40700000000000003, 'recall': 0.1272118825881101, 'train_time': 0.7961170673370361, 'test_time': 3.1775991916656494}, 'fold_2': {'ndcg': 0.2160440620872198, 'precision': 0.40804020100502514, 'recall': 0.13761192409478504, 'train_time': 0.7979729175567627, 'test_time': 2.9536447525024414}, 'fold_3': {'ndcg': 0.21605910216314425, 'precision': 0.3990000000000001, 'recall': 0.13715792609681327, 'train_time': 0.7935669422149658, 'test_time': 2.982872247695923}, 'fold_4': {'ndcg': 0.2145506696332647, 'precision': 0.381, 'recall': 0.13322180023400032, 'train_time': 0.8050069808959961, 'test_time': 2.9792909622192383}, 'fold_5': {'ndcg': 0.22307990129470875, 'precision': 0.429, 'recall': 0.1361702725824677, 'train_time': 0.7956690788269043, 'test_time': 2.9215757846832275}}"
scenario5,UserKNN,0.29590218522262407,0.5118,0.2011174020421377,0.016940975189208986,3.972307634353638,"{'algo': 'UserUser', 'center': False, 'min_nbrs': 14, 'min_sim': 0.006877728622590292, 'nnbrs': 24, 'use_ratings': 'True'}","{'fold_1': {'ndcg': 0.2959952907760086, 'precision': 0.532, 'recall': 0.20547875915569933, 'train_time': 0.01701521873474121, 'test_time': 3.9252140522003174}, 'fold_2': {'ndcg': 0.29835884169766846, 'precision': 0.508, 'recall': 0.20256284597087815, 'train_time': 0.016927003860473633, 'test_time': 3.8950960636138916}, 'fold_3': {'ndcg': 0.28463774022670846, 'precision': 0.47600000000000003, 'recall': 0.19336956335200273, 'train_time': 0.017155885696411133, 'test_time': 4.1646950244903564}, 'fold_4': {'ndcg': 0.2886201711428462, 'precision': 0.49099999999999994, 'recall': 0.19535614882884902, 'train_time': 0.016794681549072266, 'test_time': 3.8542320728302}, 'fold_5': {'ndcg': 0.3118988822698886, 'precision': 0.552, 'recall': 0.20881969290325922, 'train_time': 0.01681208610534668, 'test_time': 4.022300958633423}}"
scenario5,SVD,0.02673501667573185,0.024200000000000003,0.024861715375351572,31.69904456138611,6.2654839038848875,"{'algo': 'FunkSVD', 'bias': False, 'damping': 2.4143942316598728, 'features': 140, 'lrate': 0.00015338011929456232, 'reg': 0.09768675514060648}","{'fold_1': {'ndcg': 0.027021361600686907, 'precision': 0.036000000000000004, 'recall': 0.018964175223005766, 'train_time': 0.0778350830078125, 'test_time': 2.822619915008545}, 'fold_2': {'ndcg': 0.01163514718128066, 'precision': 0.012000000000000002, 'recall': 0.013272860180754919, 'train_time': 6.163259744644165, 'test_time': 6.573444843292236}, 'fold_3': {'ndcg': 0.03064129118909985, 'precision': 0.023, 'recall': 0.03316658223573117, 'train_time': 147.05793929100037, 'test_time': 7.782588958740234}, 'fold_4': {'ndcg': 0.022771523768947827, 'precision': 0.018000000000000002, 'recall': 0.020794648564731667, 'train_time': 2.1396307945251465, 'test_time': 7.142315626144409}, 'fold_5': {'ndcg': 0.04160575963864402, 'precision': 0.032, 'recall': 0.03811031067253435, 'train_time': 3.0565578937530518, 'test_time': 7.006450176239014}}"
scenario6,ItemKNN,0.185793291756274575,0.2339642857142857125,0.1487657781404335175,0.4475590229034424,3.2852007389068603,"{'algo': 'ItemItem', 'center': False, 'min_nbrs': 3, 'min_sim': 0.0006944053910431256, 'nnbrs': 56, 'use_ratings': 'True'}","{'fold_1': {'ndcg': 0.1952890391931461, 'precision': 0.24285714285714283, 'recall': 0.16281477675725908, 'train_time': 0.42843103408813477, 'test_time': 2.9775569438934326}, 'fold_2': {'ndcg': 0.17379840340483002, 'precision': 0.215, 'recall': 0.13851602816633118, 'train_time': 0.4359090328216553, 'test_time': 3.0856449604034424}, 'fold_3': {'ndcg': nan, 'precision': nan, 'recall': nan, 'train_time': 0.45132994651794434, 'test_time': 3.6255178451538086}, 'fold_4': {'ndcg': 0.17247908458847688, 'precision': 0.24, 'recall': 0.12968574507514027, 'train_time': 0.4715092182159424, 'test_time': 3.588097095489502}, 'fold_5': {'ndcg': 0.2016066398386453, 'precision': 0.23800000000000002, 'recall': 0.16404656256300354, 'train_time': 0.45061588287353516, 'test_time': 3.149186849594116}}"
scenario6,UserKNN,0.21629547438805927,0.2464,0.18332797172339083,0.010393953323364258,4.856226968765259,"{'algo': 'UserUser', 'center': False, 'min_nbrs': 6, 'min_sim': 0.007739899199622751, 'nnbrs': 15, 'use_ratings': 'True'}","{'fold_1': {'ndcg': 0.19260723490860854, 'precision': 0.23199999999999998, 'recall': 0.16622533308661994, 'train_time': 0.010883808135986328, 'test_time': 4.787662982940674}, 'fold_2': {'ndcg': 0.20516919270275918, 'precision': 0.24600000000000002, 'recall': 0.1626564716965547, 'train_time': 0.010873079299926758, 'test_time': 4.7235729694366455}, 'fold_3': {'ndcg': 0.2228780700705145, 'precision': 0.23200000000000004, 'recall': 0.19659637230976496, 'train_time': 0.010584115982055664, 'test_time': 4.505385875701904}, 'fold_4': {'ndcg': 0.22092621520119224, 'precision': 0.249, 'recall': 0.19853618929813863, 'train_time': 0.009454727172851562, 'test_time': 5.459051847457886}, 'fold_5': {'ndcg': 0.239896659057222, 'precision': 0.273, 'recall': 0.19262549222587588, 'train_time': 0.010174036026000977, 'test_time': 4.805461168289185}}"
scenario6,SVD,0.013584353633584562,0.0124,0.012148393282937736,0.2925684452056885,5.760075187683105,"{'algo': 'FunkSVD', 'bias': True, 'damping': 49.83170810665578, 'features': 6, 'lrate': 0.0029674367146763983, 'reg': 0.09601262259359206}","{'fold_1': {'ndcg': 0.02032238884855302, 'precision': 0.016, 'recall': 0.01779211127037214, 'train_time': 0.17031311988830566, 'test_time': 7.225240707397461}, 'fold_2': {'ndcg': 0.01116350259386706, 'precision': 0.017, 'recall': 0.009391019421443965, 'train_time': 0.4685649871826172, 'test_time': 7.746685981750488}, 'fold_3': {'ndcg': 0.011898776589878424, 'precision': 0.013000000000000001, 'recall': 0.009673714085478792, 'train_time': 0.0624849796295166, 'test_time': 3.1116881370544434}, 'fold_4': {'ndcg': 0.018083463243104326, 'precision': 0.009000000000000001, 'recall': 0.019430051813471502, 'train_time': 0.6893260478973389, 'test_time': 6.977090120315552}, 'fold_5': {'ndcg': 0.006453636892519971, 'precision': 0.006999999999999999, 'recall': 0.004455069823922283, 'train_time': 0.07215309143066406, 'test_time': 3.739670991897583}}"
scenario7,ItemKNN,0.1319867324627344,0.1255526880798711,0.12568042564747636,0.22465853691101073,3.2138927936553956,"{'algo': 'ItemItem', 'center': False, 'min_nbrs': 16, 'min_sim': 0.009134542676582027, 'nnbrs': 489, 'use_ratings': 'True'}","{'fold_1': {'ndcg': 0.12724396741787455, 'precision': 0.11525423728813558, 'recall': 0.1210616951182989, 'train_time': 0.2190248966217041, 'test_time': 3.125999927520752}, 'fold_2': {'ndcg': 0.11104630060634556, 'precision': 0.11561771561771562, 'recall': 0.1027414355192133, 'train_time': 0.23354601860046387, 'test_time': 3.466089963912964}, 'fold_3': {'ndcg': 0.14221141477970736, 'precision': 0.11859296482412061, 'recall': 0.14565977232643898, 'train_time': 0.22041988372802734, 'test_time': 3.2749850749969482}, 'fold_4': {'ndcg': 0.12240254021506142, 'precision': 0.11538461538461539, 'recall': 0.11773193136829499, 'train_time': 0.22064995765686035, 'test_time': 3.1369330883026123}, 'fold_5': {'ndcg': 0.15702943929468322, 'precision': 0.16291390728476823, 'recall': 0.14120729390513562, 'train_time': 0.22965192794799805, 'test_time': 3.065455913543701}}"
scenario7,UserKNN,0.13655203416698453,0.11551758793969849,0.13767305363540588,0.006255340576171875,4.408815526962281,"{'algo': 'UserUser', 'center': False, 'min_nbrs': 3, 'min_sim': 8.0596671315526e-05, 'nnbrs': 13, 'use_ratings': 'True'}","{'fold_1': {'ndcg': 0.13054642902321265, 'precision': 0.11299999999999999, 'recall': 0.14022858454676637, 'train_time': 0.00624394416809082, 'test_time': 4.571008920669556}, 'fold_2': {'ndcg': 0.11649120803581904, 'precision': 0.09699999999999999, 'recall': 0.11391584383157417, 'train_time': 0.006203174591064453, 'test_time': 4.439972877502441}, 'fold_3': {'ndcg': 0.1399000378377087, 'precision': 0.11758793969849246, 'recall': 0.13392421070992497, 'train_time': 0.006104946136474609, 'test_time': 4.321331977844238}, 'fold_4': {'ndcg': 0.12125222236159652, 'precision': 0.10400000000000001, 'recall': 0.1248369763819202, 'train_time': 0.0066187381744384766, 'test_time': 4.367343902587891}, 'fold_5': {'ndcg': 0.1745702735765856, 'precision': 0.14600000000000002, 'recall': 0.17545965270684372, 'train_time': 0.006105899810791016, 'test_time': 4.344419956207275}}"
